date,open,high,low,close,change_pct
2018-11-01,1052.47,1060.4,1047.63,1060.11,1.09
2018-11-02,1063.88,1066.3,1044.44,1052.47,-0.72
2018-11-05,1055.46,1061.37,1051.21,1058.85,0.61
2018-11-06,1058.66,1066.3,1058.37,1065.62,0.64
2018-11-07,1075.1,1088.93,1073.36,1088.35,2.13
2018-11-08,1085.35,1089.12,1081.29,1085.93,-0.22
2018-11-09,1080.42,1081.19,1069.59,1075.87,-0.93
2018-11-12,1073.26,1074.23,1053.24,1054.98,-1.94
2018-11-13,1057.2,1065.91,1050.34,1053.34,-0.16
2018-11-14,1061.46,1063.11,1039.32,1045.8,-0.72
2018-11-15,1040.47,1058.66,1033.52,1056.82,1.05
2018-11-16,1051.79,1062.91,1049.76,1059.14,0.22
2018-11-19,1056.62,1057.02,1037.48,1041.25,-1.69
2018-11-20,1026.74,1032.93,1018.42,1023.16,-1.74
2018-11-21,1028.48,1033.32,1025.29,1025.39,0.22
2018-11-23,1017.94,1024.13,1017.65,1018.23,-0.7
2018-11-26,1028.38,1034.58,1026.16,1034.29,1.58
2018-11-27,1029.64,1037.77,1027.33,1037.77,0.34
2018-11-28,1042.7,1061.56,1038.44,1061.56,2.29
2018-11-29,1058.27,1065.53,1053.58,1059.43,-0.2
2018-11-30,1058.95,1068.23,1057.49,1067.07,0.72
2018-12-03,1083.7,1083.99,1072.97,1079.64,1.18
2018-12-04,1076.45,1078.1,1043.57,1045.12,-3.2
2018-12-06,1027.62,1042.89,1014.26,1042.32,-0.27
2018-12-07,1041.25,1048.12,1014.95,1018.72,-2.26
2018-12-10,1017.85,1024.33,999.27,1020.55,0.18
2018-12-11,1034.58,1034.77,1014.17,1020.46,-0.01
2018-12-12,1033.12,1039.22,1025.39,1025.88,0.53
2018-12-13,1029.64,1033.22,1020.26,1025.78,-0.01
2018-12-14,1015.52,1019.49,1003.53,1006.24,-1.9
2018-12-17,1002.66,1007.78,980.23,986.71,-1.94
2018-12-18,994.25,997.05,979.25,986.12,-0.06
2018-12-19,986.22,1000.97,963.11,970.55,-1.58
2018-12-20,964.95,971.03,944.63,954.12,-1.69
2018-12-21,958.17,970.07,932.16,935.25,-1.98
2018-12-24,928.49,933.12,910.3,910.5,-2.65
2018-12-26,916.59,954.79,907.6,954.3,4.81
2018-12-27,941.45,962.62,927.51,962.62,0.87
2018-12-28,968.33,975.2,956.82,961.47,-0.12
2018-12-31,969.59,970.65,960.69,969.88,0.87
2019-01-02,954.88,974.9,954.5,971.23,0.14
2019-01-03,964.08,964.46,945.5,946.96,-2.5
2019-01-04,960.54,982.25,958.95,979.84,3.47
2019-01-07,980.71,993.09,976.64,986.41,0.67
2019-01-08,996.66,998.4,985.64,996.09,0.98
2019-01-09,999.86,1004.5,993.96,1000.14,0.41
2019-01-10,994.29,1005.27,991.15,1005.08,0.49
2019-01-11,999.96,1004.5,996.96,1004.3,-0.08
2019-01-14,996.28,1001.79,994.53,998.6,-0.57
2019-01-15,999.86,1011.08,999.86,1010.11,1.15
2019-01-16,1011.56,1015.91,1010.78,1011.95,0.18
2019-01-17,1008.17,1023.26,1007.98,1019.59,0.75
2019-01-18,1027.42,1035.15,1024.13,1033.52,1.37
2019-01-22,1026.74,1027.62,1012.43,1018.91,-1.41
2019-01-23,1023.75,1026.45,1010.69,1020.65,0.17
2019-01-24,1019.98,1023.93,1015.91,1021.72,0.1
2019-01-25,1029.45,1033.52,1027.71,1030.32,0.84
2019-01-28,1020.36,1022.39,1014.55,1022.39,-0.77
2019-01-29,1022.68,1024.9,1017.26,1020.85,-0.15
2019-01-30,1025.01,1040.47,1023.93,1036.7,1.55
2019-01-31,1036.7,1047.54,1035.55,1046.28,0.92
2019-02-01,1046.28,1050.54,1042.89,1046.38,0.01
2019-02-04,1045.89,1053.24,1043.47,1053.24,0.66
2019-02-05,1054.98,1058.94,1053.24,1058.08,0.46
2019-02-06,1056.72,1058.56,1053.14,1056.05,-0.19
2019-02-07,1049.28,1051.5,1038.93,1046.09,-0.94
2019-02-08,1041.06,1047.06,1037.09,1047.06,0.09
2019-02-11,1049.95,1051.21,1045.69,1048.02,0.09
2019-02-12,1054.88,1063.01,1054.6,1061.46,1.28
2019-02-13,1064.94,1068.23,1063.11,1064.46,0.28
2019-02-14,1059.62,1066.68,1056.34,1061.85,-0.25
2019-02-15,1069.78,1073.64,1068.91,1073.64,1.11
2019-02-19,1070.56,1078.29,1070.56,1075.3,0.15
2019-02-20,1075.1,1079.36,1073.16,1077.52,0.21
2019-02-21,1074.71,1075.88,1069.39,1073.26,-0.4
2019-02-22,1076.36,1080.99,1075.1,1080.12,0.64
2019-02-25,1086.32,1088.55,1081.29,1081.67,0.14
2019-02-26,1080.32,1084.48,1079.26,1080.61,-0.1
2019-02-27,1077.71,1081.58,1073.64,1080.32,-0.03
2019-02-28,1078.78,1080.81,1076.64,1077.33,-0.28
2019-03-01,1084.87,1086.32,1078.48,1084.77,0.69
2019-03-04,1089.61,1089.99,1070.65,1080.81,-0.37
2019-03-06,1079.26,1079.36,1071.04,1072.19,-0.8
2019-03-07,1070.07,1070.56,1059.53,1063.3,-0.83
2019-03-08,1054.6,1061.65,1053.14,1061.37,-0.18
2019-03-11,1066.2,1078.96,1065.91,1078.67,1.63
2019-03-12,1080.61,1084.38,1079.74,1081.96,0.3
2019-03-13,1086.12,1093.38,1085.35,1089.22,0.67
2019-03-14,1089.32,1091.06,1086.51,1088.55,-0.06
2019-03-15,1090.58,1097.06,1089.89,1093.86,0.49
2019-03-18,1094.83,1098.98,1093.86,1098.31,0.41
2019-03-19,1102.46,1105.76,1094.35,1098.51,0.02
2019-03-20,1093.95,1102.17,1090.09,1094.54,-0.36
2019-03-21,1090.96,1108.56,1090.96,1106.53,1.1
2019-03-22,1100.92,1103.14,1085.26,1085.44,-1.91
2019-03-25,1083.41,1089.03,1079.26,1084.58,-0.08
2019-03-26,1092.12,1096.66,1086.51,1092.21,0.7
2019-03-27,1092.8,1094.83,1080.03,1086.89,-0.49
2019-03-28,1089.41,1092.41,1084.19,1090.67,0.35
2019-03-29,1097.54,1098.69,1092.21,1098.31,0.7
2019-04-01,1106.43,1111.46,1104.88,1110.49,1.11
2019-04-02,1110.98,1111.65,1107.4,1110.79,0.03
2019-04-03,1115.62,1117.65,1109.91,1112.82,0.18
2019-04-04,1113.88,1116.3,1110.69,1115.28,0.22
2019-04-05,1118.04,1120.65,1116.88,1120.56,0.47
2019-04-08,1118.62,1121.52,1115.82,1121.52,0.09
2019-04-09,1116.97,1118.33,1113.11,1115.33,-0.55
2019-04-10,1117.16,1119.59,1115.42,1119.3,0.36
2019-04-11,1120.85,1120.85,1116.3,1118.82,-0.04
2019-04-12,1125.59,1127.52,1122.97,1126.55,0.69
2019-04-15,1126.74,1127.04,1122.1,1125.59,-0.09
2019-04-16,1129.16,1129.55,1123.74,1126.36,0.07
2019-04-17,1130.52,1130.52,1121.42,1123.36,-0.27
2019-04-18,1125.39,1126.26,1120.07,1125.1,0.15
2019-04-22,1122.01,1126.74,1121.42,1126.16,0.09
2019-04-23,1127.52,1137.18,1126.64,1136.03,0.88
2019-04-24,1135.84,1137.09,1132.93,1133.41,-0.23
2019-04-25,1133.03,1135.35,1127.42,1132.84,-0.05
2019-04-26,1132.55,1138.15,1129.36,1138.15,0.47
2019-04-29,1138.15,1141.73,1137.77,1139.32,0.1
2019-04-30,1137.47,1141.25,1131.96,1139.8,0.04
2019-05-01,1142.8,1143.47,1131.58,1131.58,-0.72
2019-05-02,1130.52,1134.48,1122.3,1129.16,-0.21
2019-05-03,1135.06,1140.67,1133.99,1139.61,0.93
2019-05-06,1120.36,1136.51,1120.07,1134.77,-0.42
2019-05-07,1124.42,1126.74,1107.4,1116.01,-1.65
2019-05-08,1114.37,1121.04,1111.46,1113.97,-0.18
2019-05-09,1104.21,1112.82,1097.24,1110.69,-0.29
2019-05-10,1106.62,1119.01,1093.28,1115.33,0.42
2019-05-13,1093.57,1097.73,1083.99,1088.06,-2.45
2019-05-14,1091.83,1103.92,1091.35,1096.86,0.81
2019-05-15,1090.18,1106.34,1089.32,1103.54,0.61
2019-05-16,1106.53,1119.49,1106.14,1112.91,0.85
2019-05-17,1104.02,1116.88,1104.02,1106.62,-0.57
2019-05-20,1098.51,1104.69,1095.8,1099.18,-0.67
2019-05-21,1106.05,1110.4,1105.08,1108.65,0.86
2019-05-22,1104.4,1109.23,1103.34,1105.46,-0.29
2019-05-23,1095.21,1095.31,1085.35,1092.21,-1.2
2019-05-24,1097.92,1099.38,1091.25,1093.47,0.12
2019-05-28,1095.4,1099.09,1084.19,1084.19,-0.85
2019-05-29,1077.42,1080.32,1070.16,1076.74,-0.69
2019-05-30,1078.96,1082.74,1074.22,1079.07,0.22
2019-05-31,1067.65,1071.33,1064.17,1064.75,-1.33
2019-06-03,1064.56,1069.11,1055.76,1060.88,-0.36
2019-06-04,1071.62,1084.96,1069.39,1084.58,2.23
2019-06-05,1091.25,1093.95,1083.61,1093.57,0.83
2019-06-06,1094.63,1103.63,1092.21,1100.43,0.63
2019-06-07,1104.79,1116.49,1104.5,1111.65,1.02
2019-06-10,1118.23,1124.04,1116.59,1117.16,0.5
2019-06-11,1124.81,1126.26,1113.88,1116.59,-0.05
2019-06-12,1115.82,1117.65,1112.34,1114.37,-0.2
2019-06-13,1117.75,1120.36,1115.23,1119.2,0.43
2019-06-14,1117.56,1120.16,1114.37,1117.37,-0.16
2019-06-17,1120.16,1122.88,1118.82,1119.39,0.18
2019-06-18,1127.13,1135.73,1125.88,1130.81,1.02
2019-06-19,1131.78,1136.03,1128.48,1134.1,0.29
2019-06-20,1145.21,1146.18,1135.73,1144.44,0.91
2019-06-21,1143.66,1148.6,1141.92,1143.38,-0.09
2019-06-24,1143.77,1144.92,1140.77,1141.35,-0.18
2019-06-25,1141.63,1141.63,1129.84,1130.61,-0.94
2019-06-26,1134.29,1136.03,1128.48,1128.96,-0.15
2019-06-27,1131.78,1134.77,1130.61,1132.93,0.35
2019-06-28,1136.89,1140.47,1134.58,1139.22,0.56
2019-07-01,1153.14,1153.43,1143.38,1147.73,0.75
2019-07-02,1148.02,1151.4,1144.63,1151.4,0.32
2019-07-03,1153.92,1160.31,1153.43,1160.2,0.76
2019-07-05,1154.79,1159.62,1149.47,1158.56,-0.14
2019-07-08,1153.05,1154.6,1150.34,1152.66,-0.51
2019-07-09,1147.73,1155.17,1147.35,1154.4,0.15
2019-07-10,1158.46,1163.39,1156.14,1159.23,0.42
2019-07-11,1161.76,1162.91,1157.69,1161.85,0.23
2019-07-12,1163.88,1167.37,1162.72,1167.16,0.46
2019-07-15,1168.42,1168.42,1165.42,1167.27,0.01
2019-07-16,1166.78,1167.75,1162.34,1163.3,-0.34
2019-07-17,1163.3,1164.08,1155.95,1155.95,-0.63
2019-07-18,1153.14,1161.08,1151.21,1159.62,0.32
2019-07-19,1163.88,1163.97,1152.28,1152.66,-0.6
2019-07-22,1154.69,1157.88,1152.37,1155.76,0.27
2019-07-23,1160.4,1163.59,1156.82,1163.49,0.67
2019-07-24,1160.2,1168.82,1160.02,1168.71,0.45
2019-07-25,1166.92,1167.07,1159.91,1162.62,-0.52
2019-07-26,1166.39,1171.9,1165.71,1171.13,0.73
2019-07-29,1170.36,1170.65,1166.59,1168.91,-0.19
2019-07-30,1161.94,1167.45,1161.17,1166.2,-0.23
2019-07-31,1166.68,1167.65,1144.44,1153.43,-1.1
2019-08-01,1152.86,1166.01,1139.12,1142.7,-0.93
2019-08-02,1138.55,1139.61,1127.13,1133.99,-0.76
2019-08-05,1115.13,1116.49,1091.25,1099.95,-3.0
2019-08-06,1108.08,1115.53,1101.12,1114.17,1.29
2019-08-07,1101.84,1118.42,1092.32,1115.13,0.09
2019-08-08,1121.71,1136.7,1119.11,1136.61,1.93
2019-08-09,1132.84,1135.44,1121.52,1128.67,-0.7
2019-08-12,1123.16,1125.01,1111.27,1115.33,-1.18
2019-08-13,1113.11,1138.84,1112.62,1132.16,1.51
2019-08-14,1114.94,1117.65,1098.4,1098.6,-2.96
2019-08-15,1100.05,1105.37,1092.99,1101.5,0.26
2019-08-16,1109.53,1119.78,1109.43,1117.65,1.47
2019-08-19,1131.38,1134.29,1128.0,1131.1,1.2
2019-08-20,1128.78,1131.29,1122.01,1122.78,-0.74
2019-08-21,1131.67,1133.22,1128.96,1131.19,0.75
2019-08-22,1134.29,1137.18,1123.55,1130.81,-0.03
2019-08-23,1125.59,1132.45,1096.38,1101.79,-2.57
2019-08-26,1111.37,1113.59,1104.69,1113.59,1.07
2019-08-27,1119.68,1121.62,1106.62,1109.82,-0.34
2019-08-28,1106.53,1118.04,1103.43,1117.27,0.67
2019-08-29,1128.29,1133.7,1123.93,1130.99,1.23
2019-08-30,1137.38,1137.77,1127.04,1130.99,0.0
2019-09-03,1123.84,1127.33,1119.68,1124.52,-0.57
2019-09-04,1133.52,1136.89,1130.22,1136.51,1.07
2019-09-05,1147.06,1154.88,1146.95,1151.31,1.3
2019-09-06,1153.05,1154.88,1149.86,1152.76,0.13
2019-09-09,1156.62,1156.62,1148.98,1152.46,-0.03
2019-09-10,1149.38,1152.08,1144.06,1152.08,-0.03
2019-09-11,1153.63,1160.79,1151.12,1160.79,0.76
2019-09-12,1164.27,1168.62,1161.08,1164.56,0.32
2019-09-13,1166.39,1167.75,1162.05,1163.49,-0.09
2019-09-16,1159.43,1162.53,1157.98,1160.88,-0.22
2019-09-17,1160.11,1163.97,1159.23,1163.68,0.24
2019-09-18,1162.23,1164.65,1153.14,1163.97,0.02
2019-09-19,1165.62,1169.97,1162.53,1163.49,-0.04
2019-09-20,1166.11,1167.45,1154.98,1157.49,-0.52
2019-09-23,1154.79,1160.79,1154.31,1158.17,0.06
2019-09-24,1162.43,1164.08,1144.54,1148.8,-0.81
2019-09-25,1148.89,1157.11,1142.7,1155.17,0.55
2019-09-26,1154.88,1155.95,1146.77,1152.46,-0.23
2019-09-27,1155.86,1156.34,1139.8,1146.38,-0.53
2019-09-30,1148.69,1154.69,1148.4,1152.37,0.52
2019-10-01,1155.37,1158.08,1136.89,1137.18,-1.32
2019-10-02,1130.41,1130.41,1111.85,1117.16,-1.76
2019-10-03,1115.71,1126.07,1104.5,1126.07,0.8
2019-10-04,1129.45,1142.32,1128.78,1141.25,1.35
2019-10-07,1138.06,1144.63,1135.26,1136.22,-0.44
2019-10-08,1128.1,1131.29,1118.53,1118.62,-1.55
2019-10-09,1127.52,1133.12,1124.62,1129.26,0.95
2019-10-10,1128.38,1140.47,1128.0,1136.51,0.64
2019-10-11,1148.8,1157.98,1148.02,1148.51,1.06
2019-10-14,1147.24,1149.86,1145.8,1147.15,-0.12
2019-10-15,1151.69,1161.76,1151.6,1158.94,1.03
2019-10-16,1156.34,1159.53,1154.79,1156.72,-0.19
2019-10-17,1161.56,1163.49,1157.11,1159.62,0.25
2019-10-18,1158.08,1160.2,1151.02,1154.88,-0.41
2019-10-21,1160.4,1163.3,1158.56,1162.72,0.68
2019-10-22,1165.13,1165.91,1158.37,1159.05,-0.32
2019-10-23,1157.88,1162.14,1156.62,1162.14,0.27
2019-10-24,1165.91,1166.39,1160.2,1163.79,0.14
2019-10-25,1161.08,1170.65,1161.08,1168.23,0.38
2019-10-28,1173.55,1177.04,1173.55,1174.81,0.56
2019-10-29,1173.36,1178.19,1173.07,1174.13,-0.06
2019-10-30,1174.9,1179.07,1169.78,1177.9,0.32
2019-10-31,1177.33,1177.42,1168.42,1174.52,-0.29
2019-11-01,1180.61,1185.35,1180.03,1185.35,0.92
2019-11-04,1192.12,1192.61,1188.63,1190.09,0.4
2019-11-05,1190.87,1192.21,1187.67,1188.73,-0.11
2019-11-06,1188.73,1189.99,1185.15,1189.32,0.05
2019-11-07,1194.63,1197.83,1191.06,1193.09,0.32
2019-11-08,1191.83,1195.89,1188.73,1195.8,0.23
2019-11-11,1190.29,1194.24,1189.51,1193.66,-0.18
2019-11-12,1195.12,1199.95,1192.8,1195.69,0.17
2019-11-13,1191.73,1198.02,1190.87,1196.28,0.05
2019-11-14,1194.73,1198.02,1192.32,1197.63,0.11
2019-11-15,1203.34,1206.53,1200.63,1206.53,0.74
2019-11-18,1205.37,1208.27,1203.54,1207.31,0.06
2019-11-19,1209.72,1209.72,1204.21,1206.72,-0.05
2019-11-20,1204.4,1206.34,1195.69,1201.98,-0.39
2019-11-21,1202.57,1202.86,1196.77,1200.63,-0.11
2019-11-22,1203.34,1203.72,1198.51,1202.76,0.18
2019-11-25,1207.02,1212.05,1206.82,1211.85,0.76
2019-11-26,1212.23,1215.42,1210.88,1214.85,0.25
2019-11-27,1216.59,1219.97,1215.71,1219.88,0.41
2019-11-29,1217.36,1218.62,1214.65,1215.62,-0.35
2019-12-02,1216.49,1216.68,1203.24,1205.17,-0.86
2019-12-03,1192.41,1197.15,1187.47,1196.57,-0.71
2019-12-04,1201.02,1206.72,1199.86,1204.12,0.63
2019-12-05,1206.62,1206.82,1200.63,1206.34,0.18
2019-12-06,1214.65,1218.91,1214.37,1217.16,0.9
2019-12-09,1215.71,1218.33,1213.01,1213.01,-0.34
2019-12-10,1213.2,1215.82,1209.23,1211.94,-0.09
2019-12-11,1213.59,1216.3,1212.23,1215.53,0.3
2019-12-12,1215.42,1229.07,1214.27,1225.59,0.83
2019-12-13,1224.81,1231.38,1221.23,1225.97,0.03
2019-12-16,1234.96,1238.84,1234.87,1236.51,0.86
2019-12-17,1238.25,1239.22,1236.12,1236.12,-0.03
2019-12-18,1237.87,1239.03,1236.22,1236.89,0.06
2019-12-19,1236.99,1242.12,1236.99,1242.12,0.42
2019-12-20,1246.47,1249.28,1245.4,1246.86,0.38
2019-12-23,1249.47,1249.66,1247.35,1248.12,0.1
2019-12-24,1248.89,1248.98,1246.66,1248.02,-0.01
2019-12-26,1249.38,1254.21,1249.38,1254.21,0.5
2019-12-27,1257.49,1257.49,1251.69,1253.83,-0.03
2019-12-30,1254.31,1254.5,1244.63,1246.77,-0.56
2019-12-31,1244.15,1249.38,1242.99,1249.38,0.21
2020-01-02,1256.14,1260.2,1251.69,1260.2,0.87
2020-01-03,1246.28,1255.76,1246.28,1251.4,-0.7
2020-01-06,1243.57,1256.14,1243.09,1255.76,0.35
2020-01-07,1253.54,1255.17,1250.24,1252.17,-0.29
2020-01-08,1252.76,1264.08,1251.98,1258.46,0.5
2020-01-09,1265.53,1267.46,1262.82,1266.88,0.67
2020-01-10,1269.97,1270.27,1261.56,1263.3,-0.28
2020-01-13,1266.01,1272.19,1264.37,1272.1,0.7
2020-01-14,1270.45,1274.62,1267.94,1270.16,-0.15
2020-01-15,1269.88,1276.16,1269.39,1272.88,0.21
2020-01-16,1278.67,1283.32,1277.71,1283.22,0.81
2020-01-17,1286.41,1288.25,1283.99,1287.67,0.35
2020-01-21,1283.41,1288.06,1283.03,1284.77,-0.23
2020-01-22,1288.44,1291.06,1284.19,1284.96,0.01
2020-01-23,1282.16,1286.89,1277.22,1286.89,0.15
2020-01-24,1288.73,1289.12,1269.11,1274.71,-0.95
2020-01-27,1251.4,1260.11,1250.83,1254.12,-1.62
2020-01-28,1260.11,1270.74,1257.98,1266.97,1.02
2020-01-29,1272.97,1273.64,1265.13,1265.91,-0.08
2020-01-30,1256.91,1270.85,1253.83,1269.97,0.32
2020-01-31,1267.27,1267.85,1242.99,1246.66,-1.84
2020-02-03,1252.76,1263.88,1252.66,1256.24,0.77
2020-02-04,1271.42,1278.58,1269.88,1275.19,1.51
2020-02-05,1287.38,1290.47,1281.29,1289.32,1.11
2020-02-06,1294.06,1294.63,1289.41,1293.57,0.33
2020-02-07,1289.51,1292.12,1284.67,1286.89,-0.52
2020-02-10,1283.52,1296.28,1283.22,1296.28,0.73
2020-02-11,1302.37,1305.28,1296.66,1298.69,0.19
2020-02-12,1304.5,1307.79,1303.14,1306.82,0.63
2020-02-13,1300.92,1309.34,1299.57,1305.28,-0.12
2020-02-14,1307.02,1307.79,1301.88,1307.31,0.16
2020-02-18,1302.86,1305.57,1297.92,1303.63,-0.28
2020-02-19,1308.17,1312.82,1306.72,1310.01,0.49
2020-02-20,1307.79,1310.98,1291.92,1304.5,-0.42
2020-02-21,1298.69,1299.86,1287.47,1291.06,-1.03
2020-02-24,1249.76,1260.98,1243.38,1248.12,-3.33
2020-02-25,1254.6,1256.14,1206.05,1210.11,-3.05
2020-02-26,1214.37,1230.9,1202.37,1204.88,-0.43
2020-02-27,1180.41,1197.63,1150.92,1150.92,-4.48
2020-02-28,1115.33,1144.63,1104.02,1141.83,-0.79
2020-03-02,1153.14,1194.54,1138.35,1194.54,4.62
2020-03-03,1195.69,1213.06,1153.43,1160.2,-2.87
2020-03-04,1183.03,1210.4,1172.97,1209.43,4.24
2020-03-05,1178.96,1191.83,1159.43,1169.68,-3.29
2020-03-06,1131.1,1153.92,1121.33,1148.51,-1.81
2020-03-09,1067.4,1097.15,1051.98,1059.53,-7.75
2020-03-10,1098.12,1113.97,1055.66,1113.97,5.14
2020-03-11,1083.65,1088.64,1045.8,1059.62,-4.88
2020-03-12,987.76,1027.71,954.7,954.7,-9.9
2020-03-13,1015.13,1045.84,962.87,1044.92,9.45
2020-03-16,968.13,985.74,910.21,921.9,-11.77
2020-03-17,939.41,983.51,910.21,975.2,5.78
2020-03-18,906.87,944.44,875.39,926.26,-5.02
2020-03-19,917.12,950.25,892.5,928.87,0.28
2020-03-20,936.75,944.53,882.64,885.84,-4.63
2020-03-23,880.12,885.74,843.38,860.88,-2.82
2020-03-24,905.27,942.99,903.92,941.25,9.34
2020-03-25,945.22,990.38,926.07,954.4,1.4
2020-03-26,963.45,1015.42,963.05,1010.6,5.89
2020-03-27,977.71,1007.5,969.68,979.36,-3.09
2020-03-30,986.51,1013.88,979.93,1011.47,3.28
2020-03-31,1006.91,1016.98,989.8,996.38,-1.49
2020-04-01,957.88,970.85,941.74,950.53,-4.6
2020-04-02,945.5,975.68,944.73,973.46,2.41
2020-04-03,969.88,978.0,947.53,958.85,-1.5
2020-04-06,997.05,1032.16,992.02,1024.52,6.85
2020-04-07,1061.56,1061.65,1024.33,1024.33,-0.02
2020-04-08,1038.44,1064.56,1026.55,1059.53,3.44
2020-04-09,1073.16,1086.8,1064.75,1074.52,1.41
2020-04-13,1071.13,1072.01,1048.89,1064.27,-0.95
2020-04-14,1085.64,1099.95,1081.87,1096.95,3.07
2020-04-15,1072.59,1080.12,1064.37,1073.64,-2.12
2020-04-16,1078.58,1082.16,1065.71,1079.16,0.51
2020-04-17,1102.37,1110.49,1091.44,1107.98,2.67
2020-04-20,1091.63,1106.53,1087.47,1088.25,-1.78
2020-04-21,1069.49,1074.13,1051.21,1055.28,-3.03
2020-04-22,1076.07,1085.84,1070.16,1078.67,2.22
2020-04-23,1083.81,1097.35,1077.52,1078.48,-0.02
2020-04-24,1085.84,1096.47,1076.36,1094.06,1.44
2020-04-27,1102.17,1114.17,1100.14,1110.2,1.48
2020-04-28,1125.34,1126.45,1103.54,1104.69,-0.5
2020-04-29,1126.64,1139.99,1122.88,1133.81,2.64
2020-04-30,1126.93,1129.55,1115.53,1122.01,-1.04
2020-05-01,1102.57,1105.37,1087.91,1092.32,-2.65
2020-05-04,1085.44,1096.86,1078.87,1096.86,0.42
2020-05-05,1107.31,1117.75,1104.31,1105.86,0.82
2020-05-06,1113.3,1114.65,1098.21,1098.21,-0.69
2020-05-07,1112.82,1119.78,1109.72,1111.46,1.21
2020-05-08,1126.07,1131.38,1120.27,1130.32,1.7
2020-05-11,1122.01,1136.12,1120.27,1130.61,0.03
2020-05-12,1135.06,1136.99,1107.69,1107.69,-2.03
2020-05-13,1105.17,1109.53,1077.9,1088.93,-1.69
2020-05-14,1077.22,1101.31,1067.85,1101.31,1.14
2020-05-15,1091.35,1106.05,1086.89,1105.86,0.41
2020-05-18,1131.38,1146.28,1131.19,1139.8,3.07
2020-05-19,1137.18,1144.44,1128.1,1128.1,-1.03
2020-05-20,1143.28,1151.02,1142.12,1147.54,1.72
2020-05-21,1146.28,1150.05,1134.77,1138.93,-0.75
2020-05-22,1138.35,1142.12,1132.93,1141.35,0.21
2020-05-26,1167.65,1167.65,1154.21,1155.86,1.27
2020-05-27,1167.07,1172.78,1148.12,1172.78,1.46
2020-05-28,1177.62,1185.73,1168.13,1170.36,-0.21
2020-05-29,1167.75,1178.29,1159.14,1176.07,0.49
2020-06-01,1173.16,1183.22,1171.04,1180.7,0.39
2020-06-02,1184.62,1190.47,1179.16,1190.38,0.82
2020-06-03,1199.22,1210.11,1197.92,1206.82,1.38
2020-06-04,1201.88,1209.53,1194.44,1202.95,-0.32
2020-06-05,1226.74,1241.83,1225.88,1234.38,2.61
2020-06-08,1237.87,1249.86,1235.44,1249.86,1.25
2020-06-09,1237.29,1245.99,1234.38,1240.58,-0.74
2020-06-10,1242.21,1245.99,1230.12,1233.12,-0.6
2020-06-11,1201.31,1206.14,1159.23,1161.27,-5.83
2020-06-12,1190.77,1194.44,1153.83,1175.97,1.27
2020-06-15,1147.24,1186.8,1142.21,1182.16,0.53
2020-06-16,1214.65,1215.62,1185.84,1205.08,1.94
2020-06-17,1208.46,1210.79,1197.73,1200.14,-0.41
2020-06-18,1193.09,1202.57,1191.83,1200.43,0.02
2020-06-19,1215.62,1215.62,1188.15,1193.28,-0.6
2020-06-22,1190.77,1202.86,1186.41,1201.4,0.68
2020-06-23,1212.62,1216.3,1205.28,1207.4,0.5
2020-06-24,1198.12,1200.83,1168.23,1175.78,-2.62
2020-06-25,1172.78,1189.7,1165.23,1188.64,1.09
2020-06-26,1183.61,1184.87,1157.88,1160.6,-2.36
2020-06-29,1165.71,1176.93,1156.14,1176.93,1.41
2020-06-30,1175.39,1199.33,1175.3,1194.73,1.51
2020-07-01,1197.06,1206.05,1195.21,1201.5,0.57
2020-07-02,1215.71,1220.56,1204.88,1207.6,0.51
2020-07-06,1223.93,1227.76,1220.74,1225.97,1.52
2020-07-07,1220.16,1227.9,1211.85,1212.82,-1.07
2020-07-08,1216.88,1223.16,1209.34,1222.01,0.76
2020-07-09,1225.48,1226.16,1201.4,1216.3,-0.47
2020-07-10,1215.91,1229.16,1209.53,1228.78,1.03
2020-07-13,1238.64,1247.92,1215.04,1217.27,-0.94
2020-07-14,1211.65,1234.77,1206.72,1233.7,1.35
2020-07-15,1247.24,1249.28,1234.87,1245.21,0.93
2020-07-16,1236.7,1242.41,1234.29,1240.77,-0.36
2020-07-17,1244.35,1247.63,1236.8,1244.44,0.3
2020-07-20,1243.47,1257.02,1240.38,1254.31,0.79
2020-07-21,1262.23,1264.46,1253.14,1257.31,0.24
2020-07-22,1256.05,1265.33,1255.28,1263.97,0.53
2020-07-23,1262.53,1265.62,1243.57,1248.98,-1.19
2020-07-24,1240.47,1245.31,1234.77,1241.15,-0.63
2020-07-27,1243.28,1250.83,1240.87,1250.14,0.72
2020-07-28,1247.06,1251.79,1241.06,1242.41,-0.62
2020-07-29,1245.8,1259.82,1245.8,1257.79,1.24
2020-07-30,1244.06,1254.6,1236.22,1253.14,-0.37
2020-07-31,1261.17,1263.01,1242.8,1262.53,0.75
2020-08-03,1269.97,1274.81,1267.56,1271.33,0.7
2020-08-04,1269.11,1276.36,1268.42,1276.36,0.4
2020-08-05,1281.87,1285.64,1280.99,1284.38,0.63
2020-08-06,1281.96,1293.57,1280.81,1292.8,0.66
2020-08-07,1288.93,1294.54,1285.35,1294.15,0.1
2020-08-10,1295.99,1298.69,1287.96,1297.54,0.26
2020-08-11,1303.34,1305.46,1284.38,1286.8,-0.83
2020-08-12,1297.63,1308.37,1297.63,1305.17,1.43
2020-08-13,1301.98,1308.27,1298.98,1302.66,-0.19
2020-08-14,1301.02,1304.98,1298.6,1302.37,-0.02
2020-08-17,1306.91,1308.56,1305.28,1306.82,0.34
